Code Classe;Code Groupe;Code Division;Code Sous-section;Code Section;Section;Sous-section;Division;Groupe;Classe
00.00Z;00.00;00;00;Z;En attente de chiffrement sans activité;En attente de chiffrement sans activité;En attente de chiffrement sans activité;En attente de chiffrement sans activité;En attente de chiffrement sans activité
01.11Z;01.11;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses;Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses
01.12Z;01.12;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture du riz;Culture du riz
01.13Z;01.13;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de légumes, de melons, de racines et de tubercules;Culture de légumes, de melons, de racines et de tubercules
01.14Z;01.14;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de la canne à sucre;Culture de la canne à sucre
01.15Z;01.15;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture du tabac;Culture du tabac
01.16Z;01.16;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Culture de plantes à fibres;Culture de plantes à fibres
01.19Z;01.19;01.1;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures non permanentes;Autres cultures non permanentes;Autres cultures non permanentes
01.21Z;01.21;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de la vigne;Culture de la vigne
01.22Z;01.22;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de fruits tropicaux et subtropicaux;Culture de fruits tropicaux et subtropicaux
01.23Z;01.23;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture d'agrumes;Culture d'agrumes
01.24Z;01.24;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de fruits à pépins et à noyau;Culture de fruits à pépins et à noyau
01.25Z;01.25;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque;Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque
01.26Z;01.26;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de fruits oléagineux;Culture de fruits oléagineux
01.27Z;01.27;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de plantes à boissons;Culture de plantes à boissons
01.28Z;01.28;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques
01.29Z;01.29;01.2;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Cultures permanentes;Autres cultures permanentes;Autres cultures permanentes
01.30Z;01.30;01.3;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Reproduction de plantes;Reproduction de plantes;Reproduction de plantes
01.41Z;01.41;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de vaches laitières;Élevage de vaches laitières
01.42Z;01.42;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'autres bovins et de buffles;Élevage d'autres bovins et de buffles
01.43Z;01.43;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de chevaux et d'autres équidés;Élevage de chevaux et d'autres équidés
01.44Z;01.44;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de chameaux et d'autres camélidés;Élevage de chameaux et d'autres camélidés
01.45Z;01.45;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'ovins et de caprins;Élevage d'ovins et de caprins
01.46Z;01.46;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de porcins;Élevage de porcins
01.47Z;01.47;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage de volailles;Élevage de volailles
01.49Z;01.49;01.4;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Production animale;Élevage d'autres animaux;Élevage d'autres animaux
01.50Z;01.50;01.5;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Culture et élevage associés;Culture et élevage associés;Culture et élevage associés
01.61Z;01.61;01.6;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Activités de soutien à l'agriculture et traitement primaire des récoltes;Activités de soutien aux cultures;Activités de soutien aux cultures
01.62Z;01.62;01.6;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Activités de soutien à l'agriculture et traitement primaire des récoltes;Activités de soutien à la production animale;Activités de soutien à la production animale
01.63Z;01.63;01.6;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Activités de soutien à l'agriculture et traitement primaire des récoltes;Traitement primaire des récoltes;Traitement primaire des récoltes
01.64Z;01.64;01.6;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Activités de soutien à l'agriculture et traitement primaire des récoltes;Traitement des semences;Traitement des semences
01.70Z;01.70;01.7;01;A;Agriculture, sylviculture et pêche;Culture et production animale, chasse et services annexes;Chasse, piégeage et services annexes;Chasse, piégeage et services annexes;Chasse, piégeage et services annexes
02.10Z;02.10;02.1;02;A;Agriculture, sylviculture et pêche;Sylviculture et exploitation forestière;Sylviculture et autres activités forestières;Sylviculture et autres activités forestières;Sylviculture et autres activités forestières
02.20Z;02.20;02.2;02;A;Agriculture, sylviculture et pêche;Sylviculture et exploitation forestière;Exploitation forestière;Exploitation forestière;Exploitation forestière
02.30Z;02.30;02.3;02;A;Agriculture, sylviculture et pêche;Sylviculture et exploitation forestière;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Récolte de produits forestiers non ligneux poussant à l'état sauvage
02.40Z;02.40;02.4;02;A;Agriculture, sylviculture et pêche;Sylviculture et exploitation forestière;Services de soutien à l'exploitation forestière;Services de soutien à l'exploitation forestière;Services de soutien à l'exploitation forestière
03.11Z;03.11;03.1;03;A;Agriculture, sylviculture et pêche;Pêche et aquaculture;Pêche;Pêche en mer;Pêche en mer
03.12Z;03.12;03.1;03;A;Agriculture, sylviculture et pêche;Pêche et aquaculture;Pêche;Pêche en eau douce;Pêche en eau douce
03.21Z;03.21;03.2;03;A;Agriculture, sylviculture et pêche;Pêche et aquaculture;Aquaculture;Aquaculture en mer;Aquaculture en mer
03.22Z;03.22;03.2;03;A;Agriculture, sylviculture et pêche;Pêche et aquaculture;Aquaculture;Aquaculture en eau douce;Aquaculture en eau douce
05.10Z;05.10;05.1;05;B;Industries extractives;Extraction de houille et de lignite;Extraction de houille;Extraction de houille;Extraction de houille
05.20Z;05.20;05.2;05;B;Industries extractives;Extraction de houille et de lignite;Extraction de lignite;Extraction de lignite;Extraction de lignite
06.10Z;06.10;06.1;06;B;Industries extractives;Extraction d'hydrocarbures;Extraction de pétrole brut;Extraction de pétrole brut;Extraction de pétrole brut
06.20Z;06.20;06.2;06;B;Industries extractives;Extraction d'hydrocarbures;Extraction de gaz naturel;Extraction de gaz naturel;Extraction de gaz naturel
07.10Z;07.10;07.1;07;B;Industries extractives;Extraction de minerais métalliques;Extraction de minerais de fer;Extraction de minerais de fer;Extraction de minerais de fer
07.21Z;07.21;07.2;07;B;Industries extractives;Extraction de minerais métalliques;Extraction de minerais de métaux non ferreux;Extraction de minerais d'uranium et de thorium;Extraction de minerais d'uranium et de thorium
07.29Z;07.29;07.2;07;B;Industries extractives;Extraction de minerais métalliques;Extraction de minerais de métaux non ferreux;Extraction d'autres minerais de métaux non ferreux;Extraction d'autres minerais de métaux non ferreux
08.11Z;08.11;08.1;08;B;Industries extractives;Autres industries extractives;Extraction de pierres, de sables et d'argiles;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise
08.12Z;08.12;08.1;08;B;Industries extractives;Autres industries extractives;Extraction de pierres, de sables et d'argiles;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;Exploitation de gravières et sablières, extraction d'argiles et de kaolin
08.91Z;08.91;08.9;08;B;Industries extractives;Autres industries extractives;Activités extractives n.c.a.;Extraction des minéraux chimiques et d'engrais minéraux;Extraction des minéraux chimiques et d'engrais minéraux
08.92Z;08.92;08.9;08;B;Industries extractives;Autres industries extractives;Activités extractives n.c.a.;Extraction de tourbe;Extraction de tourbe
08.93Z;08.93;08.9;08;B;Industries extractives;Autres industries extractives;Activités extractives n.c.a.;Production de sel;Production de sel
08.99Z;08.99;08.9;08;B;Industries extractives;Autres industries extractives;Activités extractives n.c.a.;Autres activités extractives n.c.a.;Autres activités extractives n.c.a.
09.10Z;09.10;09.1;09;B;Industries extractives;Services de soutien aux industries extractives;Activités de soutien à l'extraction d'hydrocarbures;Activités de soutien à l'extraction d'hydrocarbures;Activités de soutien à l'extraction d'hydrocarbures
09.90Z;09.90;09.9;09;B;Industries extractives;Services de soutien aux industries extractives;Activités de soutien aux autres industries extractives;Activités de soutien aux autres industries extractives;Activités de soutien aux autres industries extractives
10.11Z;10.11;10.1;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Transformation et conservation de la viande de boucherie;Transformation et conservation de la viande de boucherie
10.12Z;10.12;10.1;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Transformation et conservation de la viande de volaille;Transformation et conservation de la viande de volaille
10.13A;10.13;10.1;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Préparation industrielle de produits à base de viande
10.13B;10.13;10.1;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de la viande et préparation de produits à base de viande;Préparation de produits à base de viande;Charcuterie
10.20Z;10.20;10.2;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de poisson, de crustacés et de mollusques;Transformation et conservation de poisson, de crustacés et de mollusques;Transformation et conservation de poisson, de crustacés et de mollusques
10.31Z;10.31;10.3;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Transformation et conservation de pommes de terre;Transformation et conservation de pommes de terre
10.32Z;10.32;10.3;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Préparation de jus de fruits et légumes;Préparation de jus de fruits et légumes
10.39A;10.39;10.3;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Autre transformation et conservation de fruits et légumes;Autre transformation et conservation de légumes
10.39B;10.39;10.3;10;C;Industrie manufacturière;Industries alimentaires;Transformation et conservation de fruits et légumes;Autre transformation et conservation de fruits et légumes;Transformation et conservation de fruits
10.41A;10.41;10.4;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'huiles et graisses végétales et animales;Fabrication d'huiles et graisses;Fabrication d'huiles et graisses brutes
10.41B;10.41;10.4;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'huiles et graisses végétales et animales;Fabrication d'huiles et graisses;Fabrication d'huiles et graisses raffinées
10.42Z;10.42;10.4;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'huiles et graisses végétales et animales;Fabrication de margarine et graisses comestibles similaires;Fabrication de margarine et graisses comestibles similaires
10.51A;10.51;10.5;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Exploitation de laiteries et fabrication de fromage;Fabrication de lait liquide et de produits frais
10.51B;10.51;10.5;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Exploitation de laiteries et fabrication de fromage;Fabrication de beurre
10.51C;10.51;10.5;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Exploitation de laiteries et fabrication de fromage;Fabrication de fromage
10.51D;10.51;10.5;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Exploitation de laiteries et fabrication de fromage;Fabrication d'autres produits laitiers
10.52Z;10.52;10.5;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits laitiers;Fabrication de glaces et sorbets;Fabrication de glaces et sorbets
10.61A;10.61;10.6;10;C;Industrie manufacturière;Industries alimentaires;"Travail des grains ; fabrication de produits amylacés";Travail des grains;Meunerie
10.61B;10.61;10.6;10;C;Industrie manufacturière;Industries alimentaires;"Travail des grains ; fabrication de produits amylacés";Travail des grains;Autres activités du travail des grains
10.62Z;10.62;10.6;10;C;Industrie manufacturière;Industries alimentaires;"Travail des grains ; fabrication de produits amylacés";Fabrication de produits amylacés;Fabrication de produits amylacés
10.71A;10.71;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Fabrication industrielle de pain et de pâtisserie fraîche
10.71B;10.71;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Cuisson de produits de boulangerie
10.71C;10.71;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Boulangerie et boulangerie-pâtisserie
10.71D;10.71;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pain et de pâtisserie fraîche;Pâtisserie
10.72Z;10.72;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de biscuits, biscottes et pâtisseries de conservation;Fabrication de biscuits, biscottes et pâtisseries de conservation
10.73Z;10.73;10.7;10;C;Industrie manufacturière;Industries alimentaires;Fabrication de produits de boulangerie-pâtisserie et de pâtes alimentaires;Fabrication de pâtes alimentaires;Fabrication de pâtes alimentaires
10.81Z;10.81;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication de sucre;Fabrication de sucre
10.82Z;10.82;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication de cacao, chocolat et de produits de confiserie;Fabrication de cacao, chocolat et de produits de confiserie
10.83Z;10.83;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Transformation du thé et du café;Transformation du thé et du café
10.84Z;10.84;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication de condiments et assaisonnements;Fabrication de condiments et assaisonnements
10.85Z;10.85;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication de plats préparés;Fabrication de plats préparés
10.86Z;10.86;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication d'aliments homogénéisés et diététiques;Fabrication d'aliments homogénéisés et diététiques
10.89Z;10.89;10.8;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'autres produits alimentaires;Fabrication d'autres produits alimentaires n.c.a.;Fabrication d'autres produits alimentaires n.c.a.
10.91Z;10.91;10.9;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'aliments pour animaux;Fabrication d'aliments pour animaux de ferme;Fabrication d'aliments pour animaux de ferme
10.92Z;10.92;10.9;10;C;Industrie manufacturière;Industries alimentaires;Fabrication d'aliments pour animaux;Fabrication d'aliments pour animaux de compagnie;Fabrication d'aliments pour animaux de compagnie
11.01Z;11.01;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Production de boissons alcooliques distillées;Production de boissons alcooliques distillées
11.02A;11.02;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Production de vin (de raisin);Fabrication de vins effervescents
11.02B;11.02;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Production de vin (de raisin);Vinification
11.03Z;11.03;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Fabrication de cidre et de vins de fruits;Fabrication de cidre et de vins de fruits
11.04Z;11.04;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Production d'autres boissons fermentées non distillées;Production d'autres boissons fermentées non distillées
11.05Z;11.05;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Fabrication de bière;Fabrication de bière
11.06Z;11.06;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Fabrication de malt;Fabrication de malt
11.07A;11.07;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes;Industrie des eaux de table
11.07B;11.07;11;11;C;Industrie manufacturière;Fabrication de boissons;Fabrication de boissons;Industrie des eaux minérales et autres eaux embouteillées et des boissons rafraîchissantes;Production de boissons rafraîchissantes
12.00Z;12.00;12;12;C;Industrie manufacturière;Fabrication de produits à base de tabac;Fabrication de produits à base de tabac;Fabrication de produits à base de tabac;Fabrication de produits à base de tabac
13.10Z;13.10;13.1;13;C;Industrie manufacturière;Fabrication de textiles;Préparation de fibres textiles et filature;Préparation de fibres textiles et filature;Préparation de fibres textiles et filature
13.20Z;13.20;13.2;13;C;Industrie manufacturière;Fabrication de textiles;Tissage;Tissage;Tissage
13.30Z;13.30;13.3;13;C;Industrie manufacturière;Fabrication de textiles;Ennoblissement textile;Ennoblissement textile;Ennoblissement textile
13.91Z;13.91;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'étoffes à mailles;Fabrication d'étoffes à mailles
13.92Z;13.92;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'articles textiles, sauf habillement;Fabrication d'articles textiles, sauf habillement
13.93Z;13.93;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication de tapis et moquettes;Fabrication de tapis et moquettes
13.94Z;13.94;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication de ficelles, cordes et filets;Fabrication de ficelles, cordes et filets
13.95Z;13.95;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication de non-tissés, sauf habillement;Fabrication de non-tissés, sauf habillement
13.96Z;13.96;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'autres textiles techniques et industriels;Fabrication d'autres textiles techniques et industriels
13.99Z;13.99;13.9;13;C;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'autres textiles n.c.a.;Fabrication d'autres textiles n.c.a.
14.11Z;14.11;14.1;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication de vêtements, autres qu'en fourrure;Fabrication de vêtements en cuir;Fabrication de vêtements en cuir
14.12Z;14.12;14.1;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication de vêtements, autres qu'en fourrure;Fabrication de vêtements de travail;Fabrication de vêtements de travail
14.13Z;14.13;14.1;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication de vêtements, autres qu'en fourrure;Fabrication de vêtements de dessus;Fabrication de vêtements de dessus
14.14Z;14.14;14.1;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication de vêtements, autres qu'en fourrure;Fabrication de vêtements de dessous;Fabrication de vêtements de dessous
14.19Z;14.19;14.1;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication de vêtements, autres qu'en fourrure;Fabrication d'autres vêtements et accessoires;Fabrication d'autres vêtements et accessoires
14.20Z;14.20;14.2;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication d'articles en fourrure;Fabrication d'articles en fourrure;Fabrication d'articles en fourrure
14.31Z;14.31;14.3;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication d'articles à mailles;Fabrication d'articles chaussants à mailles;Fabrication d'articles chaussants à mailles
14.39Z;14.39;14.3;14;C;Industrie manufacturière;Industrie de l'habillement;Fabrication d'articles à mailles;Fabrication d'autres articles à mailles;Fabrication d'autres articles à mailles
15.11Z;15.11;15.1;15;C;Industrie manufacturière;Industrie du cuir et de la chaussure;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures ; fabrication d'articles de voyage, de maroquinerie et de sellerie";"Apprêt et tannage des cuirs ; préparation et teinture des fourrures";"Apprêt et tannage des cuirs ; préparation et teinture des fourrures"
15.12Z;15.12;15.1;15;C;Industrie manufacturière;Industrie du cuir et de la chaussure;"Apprêt et tannage des cuirs ; préparation et teinture des fourrures ; fabrication d'articles de voyage, de maroquinerie et de sellerie";Fabrication d'articles de voyage, de maroquinerie et de sellerie;Fabrication d'articles de voyage, de maroquinerie et de sellerie
15.20Z;15.20;15.2;15;C;Industrie manufacturière;Industrie du cuir et de la chaussure;Fabrication de chaussures;Fabrication de chaussures;Fabrication de chaussures
16.10A;16.10;16.1;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Sciage et rabotage du bois;Sciage et rabotage du bois;Sciage et rabotage du bois, hors imprégnation
16.10B;16.10;16.1;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Sciage et rabotage du bois;Sciage et rabotage du bois;Imprégnation du bois
16.21Z;16.21;16.2;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;Fabrication de placage et de panneaux de bois;Fabrication de placage et de panneaux de bois
16.22Z;16.22;16.2;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;Fabrication de parquets assemblés;Fabrication de parquets assemblés
16.23Z;16.23;16.2;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;Fabrication de charpentes et d'autres menuiseries;Fabrication de charpentes et d'autres menuiseries
16.24Z;16.24;16.2;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;Fabrication d'emballages en bois;Fabrication d'emballages en bois
16.29Z;16.29;16.2;16;C;Industrie manufacturière;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";Fabrication d'articles en bois, liège, vannerie et sparterie;"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie";"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie"
17.11Z;17.11;17.1;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication de pâte à papier, de papier et de carton;Fabrication de pâte à papier;Fabrication de pâte à papier
17.12Z;17.12;17.1;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication de pâte à papier, de papier et de carton;Fabrication de papier et de carton;Fabrication de papier et de carton
17.21A;17.21;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication de papier et carton ondulés et d'emballages en papier ou en carton;Fabrication de carton ondulé
17.21B;17.21;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication de papier et carton ondulés et d'emballages en papier ou en carton;Fabrication de cartonnages
17.21C;17.21;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication de papier et carton ondulés et d'emballages en papier ou en carton;Fabrication d'emballages en papier
17.22Z;17.22;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication d'articles en papier à usage sanitaire ou domestique;Fabrication d'articles en papier à usage sanitaire ou domestique
17.23Z;17.23;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication d'articles de papeterie;Fabrication d'articles de papeterie
17.24Z;17.24;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication de papiers peints;Fabrication de papiers peints
17.29Z;17.29;17.2;17;C;Industrie manufacturière;Industrie du papier et du carton;Fabrication d'articles en papier ou en carton;Fabrication d'autres articles en papier ou en carton;Fabrication d'autres articles en papier ou en carton
18.11Z;18.11;18.1;18;C;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Imprimerie de journaux;Imprimerie de journaux
18.12Z;18.12;18.1;18;C;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Autre imprimerie (labeur);Autre imprimerie (labeur)
18.13Z;18.13;18.1;18;C;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Activités de pré-presse;Activités de pré-presse
18.14Z;18.14;18.1;18;C;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Reliure et activités connexes;Reliure et activités connexes
18.20Z;18.20;18.2;18;C;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Reproduction d'enregistrements;Reproduction d'enregistrements;Reproduction d'enregistrements
19.10Z;19.10;19.1;19;C;Industrie manufacturière;Cokéfaction et raffinage;Cokéfaction;Cokéfaction;Cokéfaction
19.20Z;19.20;19.2;19;C;Industrie manufacturière;Cokéfaction et raffinage;Raffinage du pétrole;Raffinage du pétrole;Raffinage du pétrole
20.11Z;20.11;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication de gaz industriels;Fabrication de gaz industriels
20.12Z;20.12;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication de colorants et de pigments;Fabrication de colorants et de pigments
20.13A;20.13;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication d'autres produits chimiques inorganiques de base;Enrichissement et retraitement de matières nucléaires
20.13B;20.13;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication d'autres produits chimiques inorganiques de base;Fabrication d'autres produits chimiques inorganiques de base n.c.a.
20.14Z;20.14;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication d'autres produits chimiques organiques de base;Fabrication d'autres produits chimiques organiques de base
20.15Z;20.15;20.1;20;C;Industrie manufacturière;Industrie chimique;Fabrication de produits chimiques de base, de produits azotés et d'engrais, de matières plastiques de base et de caoutchouc synthétique;Fabrication de produits azotés et d'engrais;Fabrication de produits azotés et d'engrais
